,driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate
4464,SAMSUNG MZMTE256HMHP-000L1,SSD,238.5,2809,4465,6000.0,37.46,0.31,2014
4468,SAMSUNG MZNTD256HAGL-00000,SSD,238.5,2807,4469,6546.4,34.31,0.34,2013
4483,SAMSUNG SSD PM871 mSATA 128GB,SSD,119.2,2797,4484,7999.2,27.98,0.84,2016
4484,SAMSUNG MZNTE256HMHP-00000,SSD,238.5,2797,4485,10031.2,22.31,0.53,2014
4491,SEAGATE ST120FP0021,SSD,111.8,2795,4492,6684.0,33.45,0.75,2015
4496,FCCT240M500SSD1,SSD,223.6,2792,4497,5199.2,42.97,0.29,2015
4497,PNY CS1311 120GB SSD,SSD,111.8,2792,4498,6089.6,36.68,0.68,2016
4498,CT960BX500SSD1,SSD,894.3,2792,4499,7999.2,27.92,0.11,2019
4500,SAMSUNG MZNTE256HMHP-000L2,SSD,238.5,2791,4501,6710.4,33.27,0.35,2014
4513,SK hynix SC311 128GB,SSD,119.2,2776,4514,5338.4,41.6,0.56,2017
4520,WDC WDS480G2G0A,SSD,447.1,2770,4521,4572.8,48.45,0.13,2018
4521,Samsung SSD 840 EVO 120GB,SSD,111.8,2769,4522,11855.2,18.69,1.33,2013
4526,PLEXTOR PX-128S3C,SSD,119.2,2760,4527,16686.4,13.23,1.75,2017
4528,SAMSUNG MZMTD512HAGL-00000,SSD,476.9,2758,4529,19996.0,11.03,0.52,2013
4536,SanDisk Z400s M.2 2280 128GB,SSD,119.2,2753,4537,5672.0,38.83,0.59,2016
4541,Transcend TS128GMSA720,SSD,119.2,2750,4542,16479.2,13.35,1.73,2013
4547,SAMSUNG128GB MZ7PC128HAFU,SSD,119.0,2747,4548,2801.6,78.44,0.29,2012
4550,OCZ Vertex 450 128GB,SSD,119.2,2747,4551,11199.2,19.62,1.17,2013
4553,EDGE Boost Pro SSD,SSD,447.1,2741,4554,4264.8,51.42,0.12,2013
4554,Mushkin Chronos 180GB MKNSSDCR180GB,SSD,167.7,2741,4555,9199.2,23.84,0.69,2012
4555,Transcend TS128GSSD370,SSD,119.2,2740,4556,5439.2,40.3,0.57,2014
4560,INTEL SSDSC2BB240G7,SSD,223.6,2739,4561,4720.0,46.42,0.26,2017
4566,SanDisk SD8SNAT-128G-1006,SSD,119.2,2735,4567,4038.4,54.18,0.42,2016
4580,SAMSUNG SSD PM841 mSATA,SSD,238.5,2718,4581,4880.0,44.56,0.26,2014
4594,Fujitsu SSD 128GB,SSD,119.2,2710,4595,77336.0,2.8,8.11,2013
4604,KINGSTON SVP200S3480G,SSD,447.1,2702,4605,41140.0,5.25,1.15,2012
4608,WDC WDS240G1G0A,SSD,223.6,2701,4609,5511.2,39.21,0.31,2016
4611,SAMSUNG MZMTD256HAGM-000L1,SSD,238.5,2700,4612,5596.0,38.6,0.29,2013
4617,WDC WDS240G2G0A,SSD,223.6,2697,4618,5663.2,38.1,0.32,2017
4624,Samsung SSD 840 EVO 250GB mSATA,SSD,232.9,2691,4625,15999.2,13.46,0.86,2014
4625,Netac SSD 128GB,SSD,118.0,2688,4626,2959.2,72.68,0.31,2015
4629,SATA3 128GB SSD,SSD,119.2,2686,4630,2959.2,72.62,0.31,2020
4630,SAMSUNG MZ7TE256HMHP-00000,SSD,238.5,2686,4631,10000.0,21.49,0.52,2014
4632,KINGSTON KINGSTON SHFS37A,SSD,111.8,2685,4633,5276.0,40.71,0.59,2014
4636,SAMSUNG MZ7TE256HMHP-000H1,SSD,238.5,2683,4637,11600.0,18.51,0.61,2015
4645,Mushkin Triactor 120GB MKNSSDTR120GB,SSD,111.8,2675,4646,3679.2,58.16,0.41,2016
4649,KINGSTON SHSS37A,SSD,223.6,2674,4650,5679.2,37.67,0.32,2015
4654,Crucial CT120M500SSD4,SSD,111.8,2671,4655,9520.0,22.45,1.06,2014
4658,ADATA Premier Pro SP900 128GB,SSD,119.2,2666,4659,14200.8,15.02,1.49,2012
4659,WDC WDS120G2G0B,SSD,111.8,2666,4660,4539.2,46.99,0.51,2018
4665,120G SSD,SSD,111.8,2663,4666,4208.0,50.63,0.47,2018
4666,Transcend TS128GMSA370,SSD,119.2,2662,4667,8239.2,25.85,0.86,2014
4678,Mushkin Chronos 480GB MKNSSDCR480GB,SSD,447.1,2653,4679,12159.2,17.46,0.34,2012
4683,Kingston HyperX 3K 90GB SH103S390G,SSD,83.7,2650,4684,9274.4,22.86,1.39,2012
4686,Transcend SSD320 128GB TS128GSSD320,SSD,119.2,2647,4687,10399.2,20.37,1.09,2012
4706,BP4 mSATA SSD,SSD,223.6,2631,4707,14399.2,14.62,0.8,2014
4709,SanDisk SSD PLUS 480GB,SSD,447.1,2629,4710,4799.2,43.83,0.13,2016
4723,PLEXTOR PX-64M5M,SSD,59.6,2622,4724,12036.0,17.43,2.52,2013
4735,Hyundai 240GB SSD,SSD,223.6,2611,4736,3119.2,66.98,0.17,2016
4755,Plextor M5 Pro 128GB PX-128M5P,SSD,119.2,2596,4756,9999.2,20.77,1.05,2012
4758,SSD 720GB,SSD,670.7,2590,4759,8799.2,23.55,0.16,2020
4759,DOGFISH SSD 240GB,SSD,223.6,2590,4760,2879.2,71.95,0.16,2018
4785,Corsair Neutron SSD,SSD,223.6,2570,4786,64026.4,3.21,3.58,2013
4789,VisionTek mSATA 60GB,SSD,55.9,2564,4790,4629.6,44.31,1.04,2013
4800,SMI DISK,SSD,118.0,2553,4801,7599.2,26.88,0.81,2015
4802,Mushkin Chronos 120GB MKNSSDCR120GB,SSD,111.8,2553,4803,20527.2,9.95,2.3,2011
4805,SATA3 256GB SSD,SSD,238.5,2547,4806,5308.8,38.38,0.28,2020
4813,Intel SSD 520 60GB SSDSC2CW060,SSD,55.9,2543,4814,7784.8,26.13,1.74,2012
4817,KINGSTON SMS200S360G,SSD,55.9,2542,4818,6799.2,29.91,1.52,2013
4824,SAMSUNG MZ7TE128HMGR-000L1,SSD,119.2,2538,4825,1279.2,158.73,0.13,2014
4826,SK Hynix 128GB SSD HFS128G32MNM,SSD,119.2,2537,4827,8399.2,24.16,0.88,2012
4832,Patriot Pyro 120GB SSD,SSD,111.8,2530,4833,7920.0,25.56,0.89,2011
4839,Intel SSD DC S3700 100GB,SSD,93.2,2528,4840,4799.2,42.14,0.64,2013
4845,Intel SSD 510 120GB,SSD,111.8,2523,4846,29199.2,6.91,3.26,2011
4852,OCZ-SOLID3,SSD,111.8,2515,4853,1944.0,103.52,0.22,2011
4873,SanDisk SSD PLUS 240GB,SSD,223.6,2497,4874,3199.2,62.43,0.18,2017
4876,Corsair Performance3 SSD,SSD,119.2,2496,4877,16399.2,12.17,1.72,2011
4887,SAMSUNG MZ7LN128HCHP-000L1,SSD,119.2,2491,4888,6718.4,29.66,0.7,2015
4893,Samsung SSD 650 120GB,SSD,111.8,2487,4894,3999.2,49.74,0.45,2015
4905,M4-CT512M4SSD2,SSD,476.9,2481,4906,31740.8,6.25,0.83,2011
4907,SSD 180GB,SSD,167.7,2480,4908,7999.2,24.8,0.6,2021
4909,ADATA S510 120GB,SSD,111.8,2478,4910,12284.0,16.14,1.37,2011
4910,KINGSTON SVP200S3240G,SSD,100.7,2478,4911,7916.0,25.04,0.98,2012
4924,INTEL 525 90GB SSDMCEAC090B3,SSD,83.8,2470,4925,10855.2,18.2,1.62,2013
4933,Plextor M3 64GB PX-64M3,SSD,59.6,2466,4934,3999.2,49.33,0.84,2012
4935,SAMSUNG MZNTD128HAGM-000L1,SSD,119.2,2465,4936,3999.2,49.32,0.42,2014
4937,SAMSUNG MZYTE128HMGR-000L2,SSD,119.2,2464,4938,3205.6,61.49,0.34,2015
4940,TEAM L5 LITE SSD 120GB,SSD,111.8,2464,4941,1999.2,98.58,0.22,2017
4941,AXNS381E-128GM-B,SSD,119.2,2463,4942,4639.2,42.47,0.49,2014
4942,Mushkin Chronos 240GB MKNSSDCR240GB,SSD,223.5,2463,4943,11679.2,16.87,0.65,2011
4950,SAMSUNG MZNLF128HCHP-000H1,SSD,119.2,2458,4951,4191.2,46.91,0.44,2015
4951,SSD 360GB,SSD,335.5,2457,4952,4798.4,40.96,0.18,2019
4955,SAMSUNG MZMTD256HAGM-00000,SSD,238.5,2452,4956,15920.0,12.32,0.83,2013
4960,Crucial CT120M500SSD1,SSD,111.8,2444,4961,12061.6,16.21,1.35,2013
4965,Colorful SL300 120GB,SSD,111.8,2439,4966,3391.2,57.53,0.38,2017
4977,XPG SX950U,SSD,894.3,2433,4978,8799.2,22.12,0.12,2018
4990,EDGE Boost Pro 7mm SSD,SSD,223.6,2426,4991,43803.2,4.43,2.45,2013
4992,SAMSUNG MZNTD128HAGM-00000,SSD,119.2,2423,4993,2273.6,85.27,0.24,2013
5000,FCCT256M4SSD1,SSD,238.5,2415,5001,7199.2,26.83,0.38,2014
5015,M4-CT256M4SSD1,SSD,238.5,2395,5016,15999.2,11.97,0.84,2012
5018,ADATA SU700,SSD,111.8,2393,5019,1760.0,108.78,0.2,2017
5024,Netac SSD 120GB,SSD,111.8,2388,5025,2239.2,85.32,0.25,2016
5035,SAMSUNG MZNTE128HMGR-00000,SSD,119.2,2379,5036,11920.0,15.97,1.25,2015
5051,SAMSUNG MZNLF128HCHP-00004,SSD,119.2,2363,5052,4201.6,44.99,0.44,2015
5052,ADATA Premier SP600 128GB,SSD,119.2,2362,5053,5012.0,37.71,0.53,2013
5054,KINGSTON SUV400S37 120G,SSD,111.8,2362,5055,2662.4,70.97,0.3,2018
5065,WDC WDS120G2G0A,SSD,111.8,2353,5066,4560.0,41.28,0.51,2017
5066,Intel SSD 525 60GB,SSD,55.9,2352,5067,5520.0,34.09,1.23,2013
5071,SAMSUNG MZMTE128HMGR-000MV,SSD,119.2,2348,5072,2879.2,65.23,0.3,2014
5077,KINGSTON SVP200S3120G,SSD,111.8,2340,5078,1999.2,93.62,0.22,2012
5080,Maxtor Z1 SSD 240GB,SSD,223.6,2337,5081,4319.2,43.29,0.24,2019
5086,SAMSUNG MZ7TD128HAFV-000L1,SSD,119.2,2330,5087,6479.2,28.77,0.68,2013
5090,Corsair Force 3 SSD,SSD,111.8,2326,5091,24047.2,7.74,2.69,2012
5091,ZTC-SM201-128G,SSD,119.2,2324,5092,11422.4,16.28,1.2,2015
5094,Mushkin Triactor 3DL 128GB MKNSSDTR128GB-3DL,SSD,119.2,2322,5095,3199.2,58.06,0.34,2017
5097,Crucial CT120M500SSD3,SSD,111.8,2318,5098,18756.0,9.89,2.1,2013
5120,OCZ AGILITY 3 120GB,SSD,111.8,2300,5121,11999.2,15.33,1.34,2011
5122,Crucial M4-CT128M4SSD1,SSD,114.5,2298,5123,9199.2,19.98,1.0,2012
5123,ADATA SP580,SSD,111.8,2297,5124,3119.2,58.92,0.35,2016
5129,SAMSUNG SSD CM871 M.2 2280 128GB,SSD,119.2,2289,5130,7999.2,22.89,0.84,2015
5131,Mushkin Atlas Deluxe 60GB MKNSSDAT60GB-DX,SSD,55.9,2287,5132,8663.2,21.12,1.94,2013
5133,SAMSUNG SSD PM851 mSATA 128GB,SSD,119.2,2287,5134,7199.2,25.41,0.75,2015
5134,M4-CT256M4SSD2,SSD,238.5,2286,5135,14389.6,12.71,0.75,2011
5138,ADATA Premier Pro SP900 64GB,SSD,59.6,2282,5139,3519.2,51.87,0.74,2017
5146,SAMSUNG MZ7LF128HCHP-00000,SSD,119.2,2275,5147,4799.2,37.92,0.5,2015
5149,ADATA SD600,SSD,238.5,2274,5150,8800.0,20.68,0.46,2020
5156,Intel SSD 330 80GB,SSD,74.5,2264,5157,8399.2,21.57,1.41,2013
5157,KINGSTON SKC380S3120G,SSD,111.8,2263,5158,9599.2,18.86,1.07,2013
5158,SAMSUNG MZMTE128HMGR-00000,SSD,119.2,2262,5159,5511.2,32.84,0.58,2014
5159,Transcend TS64GMTS800,SSD,59.6,2260,5160,4079.2,44.32,0.86,2015
5162,SAMSUNG SSD CM871 2.5 7mm 128GB,SSD,119.2,2257,5163,3999.2,45.16,0.42,2015
5163,Transcend TS256GSSD340,SSD,238.5,2257,5164,7679.2,23.51,0.4,2014
5165,SAMSUNG MZMTE128HMGR-000H1,SSD,119.2,2255,5166,5545.6,32.53,0.58,2014
5169,DOGFISH SSD 120GB,SSD,111.8,2254,5170,2319.2,77.74,0.26,2018
5175,OCZ Vertex 3 60GB,SSD,55.9,2248,5176,3599.2,49.96,0.8,2011
5177,TEAM L7 EVO SSD 120GB,SSD,111.8,2247,5178,3599.2,49.94,0.4,2016
5178,PNY CS900 120GB,SSD,111.8,2246,5179,2559.2,70.21,0.29,2018
5180,SAMSUNG MZ7TE128HMGR-00000,SSD,119.2,2246,5181,4159.2,43.2,0.44,2014
5185,Crucial CT120BX100SSD1,SSD,111.8,2239,5186,10288.0,17.41,1.15,2015
5190,SAMSUNG MZMTD128HAFV-00004,SSD,119.2,2231,5191,5497.6,32.47,0.58,2013
5193,WDC WDS120G1G0A,SSD,111.8,2229,5194,2056.0,86.72,0.23,2016
5202,SAMSUNG MZYLF128HCHP-000L2,SSD,119.2,2219,5203,3218.4,55.15,0.34,2015
5215,SAMSUNG MZMTD128HAFV-000L1,SSD,119.2,2212,5216,5524.8,32.03,0.58,2013
5221,FORESEE 64GB SSD,SSD,59.6,2205,5222,2316.0,76.17,0.49,2014
5231,SAMSUNG MZ7TD128HAFV-000,SSD,119.2,2196,5232,2924.0,60.08,0.31,2013
5232,MTFDDAK256MAM-1K1,SSD,238.5,2194,5233,7999.2,21.95,0.42,2012
5233,TEAM L3 SSD 120GB,SSD,111.8,2194,5234,3199.2,54.87,0.36,2014
5238,Colorful SL300 160GB,SSD,149.0,2191,5239,4535.2,38.66,0.38,2018
5239,Intel SSD 330 60GB,SSD,55.9,2190,5240,7863.2,22.28,1.76,2012
5240,OCZ AGILITY 4 256GB,SSD,238.5,2185,5241,15999.2,10.93,0.84,2012
5241,Crucial M4-CT128M4SSD2,SSD,119.2,2184,5242,8399.2,20.81,0.88,2011
5247,MTFDDAK128MAM-1J1,SSD,119.2,2178,5248,6000.0,29.05,0.63,2012
5249,Transcend TS64GSSD370S,SSD,59.6,2177,5250,5674.4,30.7,1.19,2015
5255,SanDisk SSD PLUS 120GB,SSD,111.8,2172,5256,5160.0,33.67,0.58,2017
5256,MTFDDAK256MAM-1K12,SSD,238.5,2171,5257,10879.2,15.96,0.57,2012
5258,Hyundai 120GB SSD,SSD,111.8,2168,5259,1519.2,114.14,0.17,2017
5267,Transcend 128GB SSD TS128GSSD340,SSD,119.2,2158,5268,7029.6,24.56,0.74,2014
5275,Transcend TS64GMTS600,SSD,59.6,2150,5276,3439.2,50.01,0.72,2014
5276,Crucial M4-CT128M4SSD3,SSD,119.2,2149,5277,8799.2,19.54,0.92,2012
5278,Intel SSD DC S3500 120GB,SSD,111.8,2147,5279,19999.2,8.59,2.24,2013
5283,MTFDDAT128MAM-1J2,SSD,119.2,2142,5284,5280.0,32.45,0.55,2012
5288,KingSpec Challenger C3000-120,SSD,111.8,2137,5289,15999.2,10.69,1.79,2013
5290,SAMSUNG MZMTD128HAFV-00000,SSD,119.2,2136,5291,6320.0,27.04,0.66,2013
5294,Transcend TS64GMTS400,SSD,59.6,2134,5295,4719.2,36.18,0.99,2015
5314,INTENSO,SSD,119.2,2103,5315,2960.0,56.85,0.31,2013
5322,Mushkin Chronos 90GB MKNSSDCR90GB,SSD,83.8,2090,5323,7999.2,20.9,1.19,2012
5326,OCZ AGILITY 4 128GB,SSD,119.2,2085,5327,4799.2,34.76,0.5,2012
5335,FCCT128M4SSD1,SSD,119.2,2076,5336,4399.2,37.75,0.46,2015
5344,MTFDDAK512MAM-1K1,SSD,476.9,2063,5345,38320.0,4.31,1.0,2014
5346,Intel SSD DC S3510 80GB,SSD,74.5,2060,5347,17032.0,9.68,2.86,2015
5349,Patriot Spark,SSD,238.5,2056,5350,9178.4,17.92,0.48,2016
5350,SAMSUNG MZMTD128HAFV-000H1,SSD,119.2,2055,5351,5495.2,29.92,0.58,2013
5356,TEAM L3 EVO SSD 240GB,SSD,223.6,2050,5357,4639.2,35.35,0.26,2015
5360,MTFDBAK256MAG-1G1,SSD,238.5,2047,5361,7999.2,20.47,0.42,2012
5369,Intel SSD X25-E 32GB,SSD,29.8,2038,5370,3920.0,41.59,1.64,2009
5377,Intel SSD 320 300GB 9.5mm,SSD,279.5,2030,5378,8799.2,18.46,0.39,2011
5379,OWC Mercury Electra 3G SSD,SSD,55.9,2021,5380,35040.0,4.61,7.84,2012
5384,KINGSTON SVP200S390G,SSD,83.8,2013,5385,5700.0,28.25,0.85,2012
5387,SAMSUNG MZ7TD128HAFV-00000,SSD,119.2,2009,5388,18391.2,8.74,1.93,2013
5401,Mushkin Callisto Deluxe 240GB MKNSSDCL240GB-DX,SSD,223.6,1990,5402,6951.2,22.9,0.39,2012
5416,OCZ INTREPID 3700,SSD,223.6,1973,5417,35999.2,4.38,2.01,2016
5423,Transcend TS64GMSA370,SSD,59.6,1962,5424,3930.4,39.93,0.82,2015
5425,ADATA XPG SX910 128GB,SSD,119.2,1959,5426,8399.2,18.66,0.88,2013
5436,ADATA XPG SX900 64GB,SSD,59.6,1946,5437,10789.6,14.43,2.26,2013
5437,KINGSTON SKC380S360G,SSD,55.9,1943,5438,6543.2,23.76,1.46,2014
5441,MTFDDAT064MAM-1J2,SSD,59.6,1934,5442,3520.0,43.95,0.74,2013
5443,M4-CT064M4SSD2,SSD,59.6,1931,5444,5839.2,26.45,1.22,2011
5444,Intel SSD 710 300GB,SSD,279.5,1929,5445,6037.6,25.56,0.27,2013
5445,Mushkin Chronos 60GB MKNSSDCR60GB,SSD,55.9,1920,5446,5759.2,26.68,1.29,2012
5449,Corsair Force SSD,SSD,111.8,1916,5450,6239.2,24.57,0.7,2012
5467,Intel SSD DC S3500 80GB,SSD,74.5,1888,5468,9520.0,15.86,1.6,2013
5484,KINGSTON SSDNow V+200 60GB,SSD,55.9,1859,5485,6796.0,21.88,1.52,2012
5494,Corsair Force LS SSD,SSD,55.9,1846,5495,5199.2,28.41,1.16,2013
5500,OCZ Vertex 2 120GB,SSD,111.8,1844,5501,3920.0,37.63,0.44,2012
5505,Intel SSD 320 160GB 7mm,SSD,149.0,1841,5506,10176.8,14.47,0.85,2011
5506,OCZ VERTEX-LE,SSD,93.1,1838,5507,53519.2,2.75,7.19,2010
5514,OCZ-OCTANE,SSD,238.5,1828,5515,23003.2,6.36,1.21,2011
5515,Corsair CSSD-F240GB2,SSD,214.5,1827,5516,6159.2,23.73,0.36,2010
5519,MZMPC032HBCD-000H1,SSD,29.8,1820,5520,1907.2,76.34,0.8,2015
5526,SAMSUNG SSD PM830 mSATA 32GB,SSD,29.8,1811,5527,2348.8,61.67,0.99,2013
5527,Intel SSD 320 300GB mSATA,SSD,279.5,1809,5528,25509.6,5.67,1.14,2013
5539,KingDian S400XT 240GB,SSD,223.6,1787,5540,7039.2,20.31,0.39,2015
5540,Corsair Force 3 SSD,SSD,55.9,1787,5541,16047.2,8.91,3.59,2011
5542,GSkill FM-25S2S-120GBP2,SSD,111.8,1785,5543,8399.2,17.0,0.94,2010
5543,Intel SSD 320 160GB 9.5mm,SSD,149.0,1782,5544,4560.0,31.27,0.38,2011
5558,KingDian S200 60GB,SSD,55.9,1763,5559,1599.2,88.21,0.36,2015
5560,Corsair CSSD-F90GB2,SSD,83.7,1761,5561,12847.2,10.97,1.92,2010
5567,SATA3 64GB SSD,SSD,59.6,1745,5568,35244.8,3.96,7.39,2020
5568,SAMSUNG 128GB MZ7PA128HMCD,SSD,119.2,1741,5569,5119.2,27.22,0.54,2010
5579,Intel SSD 320 120GB 7mm,SSD,111.8,1728,5580,14799.2,9.34,1.65,2011
5584,MZMPC032HBCD-00000,SSD,29.8,1720,5585,1680.0,81.9,0.7,2013
5587,Transcend TS64GSSD370,SSD,59.6,1717,5588,4538.4,30.26,0.95,2015
5588,MTFDBAK128MAG-1G1,SSD,119.2,1715,5589,17608.0,7.79,1.85,2011
5591,Intel SSD 320 160GB mSATA,SSD,149.0,1712,5592,12126.4,11.29,1.02,2014
5594,KINGSTON SMS200S330G,SSD,28.0,1706,5595,3389.6,40.26,1.51,2014
5596,ADATA SP310,SSD,59.6,1698,5597,10080.0,13.48,2.11,2014
5613,Patriot Blaze,SSD,111.8,1675,5614,7622.4,17.58,0.85,2014
5619,Plextor M2S 64GB PX-64M2S,SSD,59.6,1668,5620,10399.2,12.83,2.18,2012
5627,Intel SSD 320 120GB 9.5mm,SSD,111.8,1661,5628,9440.0,14.07,1.06,2011
5638,OCZ AGILITY 2 120GB,SSD,107.1,1644,5639,7092.0,18.54,0.83,2013
5643,ZOTAC ZTSSD-A4P-120G,SSD,111.8,1634,5644,3599.2,36.32,0.4,2015
5658,Corsair CSSD-F180GB2,SSD,167.7,1620,5659,15287.2,8.48,1.14,2013
5660,Patriot Inferno 120GB SSD,SSD,94.9,1620,5661,19599.2,6.61,2.58,2010
5664,SanDisk SSD U110 64GB,SSD,58.7,1613,5665,4799.2,26.88,1.02,2014
5666,OCZ Vertex 2 60GB,SSD,55.9,1611,5667,3920.0,32.88,0.88,2010
5672,Patriot Inferno 100GB SSD,SSD,83.3,1605,5673,24800.0,5.18,3.72,2010
5676,Corsair CSSD-F120GB2,SSD,111.8,1600,5677,7199.2,17.78,0.8,2010
5686,OCZ Vertex 2 100GB,SSD,93.2,1584,5687,7996.0,15.85,1.07,2012
5692,CSSD-F115GB2-A,SSD,107.0,1575,5693,8799.2,14.32,1.03,2011
5693,KINGSTON SV200S3128G,SSD,119.2,1574,5694,6399.2,19.68,0.67,2011
5695,REALSSD C300 2.5,SSD,119.2,1572,5696,23256.0,5.41,2.44,2012
5699,SAMSUNG 470 Series SSD,SSD,119.2,1570,5700,19920.0,6.31,2.09,2010
5700,WDC WD4005FZBX,HDD,3600.0,1570,5701,10399.2,12.08,0.04,2018
5705,KINGSTON SVP100S2128G,SSD,119.2,1562,5706,2799.2,44.64,0.29,2012
5712,Intel SSD X25-M 160GB 34nm,SSD,149.0,1550,5713,7127.2,17.4,0.6,2009
5720,Corsair CSSD-F60GB2,SSD,55.9,1538,5721,3200.0,38.45,0.72,2010
5742,Intel 525 30GB SSDMCEAC030B3,SSD,28.0,1519,5743,4799.2,25.32,2.14,2013
5745,WDC WD6001FZWX,HDD,5500.0,1517,5746,27359.2,4.44,0.06,2015
5751,Transcend TS64GSSD320,SSD,59.6,1513,5752,11956.0,10.12,2.51,2013
5752,KINGSTON SS200S330G,SSD,28.0,1513,5753,7199.2,16.81,3.21,2014
5770,Corsair CSSD-F115GB2-A,SSD,107.0,1487,5771,13807.2,8.62,1.61,2011
5773,Corsair CSSD-F60GB2-A,SSD,55.9,1483,5774,9999.2,11.86,2.24,2011
5787,Corsair CSSD-F160GBP2,SSD,165.2,1467,5788,23199.2,5.06,1.76,2010
5812,SanDisk SSD U100,SSD,238.5,1431,5813,1294.4,88.44,0.07,2013
5815,TOSHIBA THNSFC128GBSJ,SSD,119.2,1426,5816,6959.2,16.39,0.73,2013
5819,Intel SSD 320 80GB 9.5mm,SSD,74.5,1421,5820,6000.0,18.95,1.01,2011
5830,Seagate ST500DM002,HDD,97.6,1400,5831,5999.2,18.67,0.77,2012
5841,WDC WD4002FYYZ,HDD,3600.0,1386,5842,20000.0,5.54,0.07,2016
5845,TOSHIBA THNSNC512GBSJ,SSD,476.9,1376,5846,9599.2,11.47,0.25,2013
5848,CT128V4SSD2,SSD,119.2,1374,5849,14759.2,7.45,1.55,2013
5849,TOSHIBA THNSFC256GBSJ,SSD,238.5,1371,5850,6249.6,17.55,0.33,2012
5850,KINGSTON SVP100S2512G,SSD,476.9,1370,5851,26000.0,4.22,0.68,2013
5857,OCZ-OCTANE S2,SSD,119.1,1360,5858,6148.0,17.7,0.65,2012
5860,Seagate ST1000NM0055,HDD,931.5,1358,5861,7039.2,15.43,0.09,2017
5870,TOSHIBA MD04ACA500,HDD,4500.0,1346,5871,23912.0,4.5,0.07,2015
5875,Corsair CSSD-F80GBP2,SSD,83.8,1339,5876,14799.2,7.24,2.21,2010
5877,KINGSTON SV200S3,SSD,119.2,1336,5878,46836.0,2.28,4.91,2012
5880,Patriot Torch,SSD,111.8,1334,5881,3199.2,33.36,0.36,2014
5887,Intel SSD 320 80GB mSATA,SSD,74.5,1330,5888,9752.0,10.91,1.64,2013
5892,Corsair Accelerator SSD,SSD,41.9,1325,5893,4399.2,24.1,1.31,2012
5894,Fujitsu SSD 64GB,SSD,59.6,1320,5895,70399.2,1.5,14.76,2013
5900,KINGSTON SMS100S264G,SSD,59.6,1317,5901,7599.2,13.86,1.59,2012
5902,OCZ-NOCTI,SSD,110.6,1315,5903,5599.2,18.79,0.63,2011
5904,SEAGATE ST3450857SS,HDD,419.2,1311,5905,1600.0,65.55,0.05,2012
5905,OCZ-COLOSSUS,SSD,119.2,1311,5906,79600.0,1.32,8.35,2009
5910,Toshiba THNSNW128GMCP,SSD,119.2,1304,5911,7512.0,13.89,0.79,2012
5917,Intel SSD 311 20GB mSATA,SSD,18.6,1297,5918,10394.4,9.98,6.99,2013
5918,WDC WD1000DHTZ,HDD,931.5,1297,5919,15099.2,6.87,0.2,2012
5919,Corsair CSSD-V128GB2,SSD,119.1,1294,5920,17599.2,5.88,1.85,2010
5929,Corsair CSSD-F40GB2,SSD,37.3,1279,5930,7487.2,13.67,2.51,2010
5934,WDC WD1000CHTZ,HDD,931.5,1270,5935,16684.0,6.09,0.22,2012
5938,KINGSTON SMS151S324G,SSD,22.4,1265,5939,1512.8,66.9,0.84,2013
5939,SEAGATE ST9146853SS,HDD,136.7,1263,5940,17040.0,5.93,1.56,2014
5941,HITACHI HUS156060VLS600,HDD,558.9,1261,5942,7997.6,12.61,0.18,2013
5945,TOSHIBA THNSNC256GBSJ,SSD,227.1,1257,5946,11199.2,8.98,0.62,2010
5948,KINGSTON SVP100S264G,SSD,59.6,1255,5949,9723.2,10.33,2.04,2010
5950,Seagate ST2000DM009,HDD,1800.0,1253,5951,7999.2,12.53,0.06,2017
5966,Seagate ST1000VX001,HDD,931.5,1237,5967,5760.0,17.18,0.08,2015
5967,WDC WD1005FBYZ,HDD,931.5,1236,5968,8000.0,12.36,0.11,2017
5969,Seagate ST4000NM0033,HDD,3600.0,1235,5970,5360.0,18.43,0.02,2016
5970,KINGSTON SVP100S2256G,SSD,238.5,1234,5971,3919.2,25.19,0.21,2014
5971,TOSHIBA MD04ACA400,HDD,3600.0,1232,5972,5596.0,17.61,0.02,2015
5975,WDC WD5000BHTZ,HDD,465.8,1231,5976,11529.6,8.54,0.31,2013
5977,SEAGATE ST900MM0006,HDD,838.4,1230,5978,10400.0,9.46,0.16,2014
5985,Seagate ST2000DM006,HDD,1800.0,1219,5986,18560.0,5.25,0.13,2016
5987,Corsair CSSD-F80GB2-A,SSD,74.4,1217,5988,5999.2,16.23,1.01,2011
5989,WDC WD20EZAZ,HDD,1800.0,1215,5990,13630.4,7.13,0.09,2019
6000,SEAGATE ST9300653SS,HDD,279.4,1208,6001,3516.0,27.49,0.16,2013
6002,SEAGATE ST3600057SS,HDD,558.9,1208,6003,3920.0,24.65,0.09,2012
6004,Mushkin Callisto Deluxe 40GB MKNSSDCL40GB-DX,SSD,37.2,1206,6005,14396.0,6.7,4.84,2010
6009,SEAGATE ST3300657SS,HDD,279.4,1198,6010,16079.2,5.96,0.72,2012
6011,WDC WD1004FBYZ,HDD,931.5,1198,6012,3999.2,23.96,0.05,2017
6016,V4-CT128V4SSD2,SSD,119.2,1195,6017,6399.2,14.94,0.67,2012
6018,WDC WD2005FBYZ,HDD,1800.0,1185,6019,10383.2,9.13,0.07,2017
6021,WDC WD2003FZEX,HDD,1800.0,1184,6022,9119.2,10.39,0.06,2014
